iter	Logloss
510	0.07034375611
511	0.0703160663
512	0.07028941305
513	0.07026605211
514	0.07022492322
515	0.07018043104
516	0.07014333566
517	0.07005281253
518	0.07003767029
519	0.07001973336
520	0.06998571705
521	0.0699806664
522	0.06995217571
523	0.06993232809
524	0.06990015154
525	0.06989037066
526	0.06986591532
527	0.06984568343
528	0.06980827053
529	0.069784102
530	0.06977647481
531	0.06975615773
532	0.06972329909
533	0.06967133806
534	0.06964851325
535	0.06962872947
536	0.06959607317
537	0.06953861175
538	0.06948388418
539	0.0694537425
540	0.06937280256
541	0.06931780278
542	0.06927386221
543	0.06925040101
544	0.0692386265
545	0.06922297686
546	0.06917680146
547	0.06914688434
548	0.06912942191
549	0.06911192622
550	0.06905818926
551	0.06903934335
552	0.06901942069
553	0.06898389111
554	0.06896474629
555	0.06892839571
556	0.06889126165
557	0.06884194419
558	0.06881203797
559	0.06876569917
560	0.06875434704
561	0.06871396468
562	0.068662882
563	0.06860976858
564	0.06859208867
565	0.06855207522
566	0.06849990572
567	0.06846928821
568	0.06844413175
569	0.06842025983
570	0.06838605282
571	0.0683597363
572	0.06832486562
573	0.06830566842
574	0.06829910615
575	0.06827332022
576	0.0682507392
577	0.06821104838
578	0.06819939984
579	0.06815936909
580	0.06809045874
581	0.06805522611
582	0.06803635523
583	0.06801812688
584	0.06799606776
585	0.06798792801
586	0.06792408248
587	0.06789739702
588	0.06787948466
589	0.06786953284
590	0.06783273243
591	0.06780112855
592	0.06777607202
593	0.06773819765
594	0.06772672008
595	0.06769074166
596	0.06765770985
597	0.06761047029
598	0.06755656879
599	0.06753536954
600	0.06751164143
601	0.06747797659
602	0.06745597171
603	0.06744289684
604	0.06741095286
605	0.06735796857
606	0.06734951829
607	0.06731059296
608	0.06726808907
609	0.06724493652
610	0.06720209433
611	0.06717879404
612	0.06704126804
613	0.06702711589
614	0.06699325173
615	0.06697873974
616	0.06694034453
617	0.0669226647
618	0.06686865791
619	0.06684883062
620	0.06681849438
621	0.06678217338
622	0.06675836198
623	0.06670578866
624	0.06666963665
625	0.06665072109
626	0.06662456074
627	0.06660791308
628	0.06659590447
629	0.0665519477
630	0.06652507334
631	0.06651110871
632	0.06648614277
633	0.06643041764
634	0.06639450055
635	0.06632913798
636	0.06628781051
637	0.06625892821
638	0.06623997171
639	0.06622312702
640	0.06620848228
641	0.06617721639
642	0.06613314286
643	0.06611918897
644	0.06606938795
645	0.06605565224
646	0.06602105567
647	0.06600218661
648	0.06597069629
649	0.0659558449
650	0.06591212042
651	0.06587949864
652	0.06585193536
653	0.06581139238
654	0.06579686204
655	0.06574117259
656	0.06569755504
657	0.06567758093
658	0.0656671341
659	0.06564560855
660	0.06562126159
661	0.06559003389
662	0.06556734559
663	0.06555136197
664	0.0655289738
665	0.06551162907
666	0.06546440237
667	0.06533015467
668	0.06521210817
669	0.06516401681
670	0.06514179868
671	0.0650981938
672	0.06508435144
673	0.06507680388
674	0.06503564448
675	0.06498064788
676	0.06495552057
677	0.06490369851
678	0.06488053318
679	0.06487112417
680	0.06485033427
681	0.06480967045
682	0.06475650837
683	0.06471629078
684	0.06468742781
685	0.06466896792
686	0.06462845705
687	0.06460018443
688	0.06455497364
689	0.06454450214
690	0.06452998376
691	0.06450983026
692	0.06448399192
693	0.06444487793
694	0.06443349787
695	0.06440658045
696	0.06436559953
697	0.06433336541
698	0.06429883336
699	0.06428207775
700	0.06426412643
701	0.06419329793
702	0.0641632546
703	0.06415155265
704	0.06411974496
705	0.06408825725
706	0.06406695107
707	0.06403656122
708	0.06400402036
709	0.06397649768
710	0.06394833883
711	0.0638927596
712	0.06386412703
713	0.06375782167
714	0.06373177565
715	0.06368690892
716	0.06366292853
717	0.06362807657
718	0.06359845565
719	0.06357977268
720	0.06354132323
721	0.0635073026
722	0.0634915094
723	0.06347135646
724	0.06344719038
725	0.0634238074
726	0.06338936982
727	0.0633600903
728	0.06334505039
729	0.0633409111
730	0.0633327067
731	0.06329716784
732	0.06324797062
733	0.06324793614
734	0.06324427235
735	0.06323125063
736	0.06322586785
737	0.06321065889
738	0.06317686662
739	0.06313809878
740	0.0630999489
741	0.06307573595
742	0.06304861871
743	0.06303677448
744	0.06301563251
745	0.06300854792
746	0.06299992795
747	0.06298355168
748	0.0629751918
749	0.06296474995
750	0.06292275126
751	0.0629000709
752	0.0628816667
753	0.06282999553
754	0.06282753546
755	0.06281244975
756	0.0627619369
757	0.06272517395
758	0.06270319784
759	0.0626874693
760	0.06263828084
761	0.06261784379
762	0.06258938174
763	0.06256949578
764	0.06254412927
765	0.06253448758
766	0.06251844645
767	0.06248605932
768	0.06240902182
769	0.06236274112
770	0.06230178911
771	0.0622722529
772	0.06226637099
773	0.06226380808
774	0.06223576525
775	0.06220693808
776	0.06217781548
777	0.06214937384
778	0.06214106759
779	0.0621191497
780	0.06209758709
781	0.06202913865
782	0.06201675607
783	0.06199801459
784	0.06196519288
785	0.06192162992
786	0.06189868173
787	0.06186400906
788	0.06183209614
789	0.06181481049
790	0.06179794633
791	0.06178105796
792	0.06175373106
793	0.06173496016
794	0.06172705439
795	0.06168420712
796	0.06166831274
797	0.06164763859
798	0.06163399993
799	0.06161828068
800	0.06159513088
801	0.06155076045
802	0.0615320249
803	0.06149664941
804	0.06144226088
805	0.06142312425
806	0.06140754255
807	0.0613839554
808	0.06135999229
809	0.06135111476
810	0.06131649533
811	0.06128363447
812	0.06125821636
813	0.06122593158
814	0.06120427943
815	0.06117998084
816	0.06116759379
817	0.06115558466
818	0.06114831692
819	0.06112363479
820	0.06109494579
821	0.06108946305
822	0.0610824522
823	0.06106904446
824	0.06105361398
825	0.06103722402
826	0.06101053653
827	0.06100046505
828	0.06098952963
829	0.06096386996
830	0.06094804322
831	0.06093763574
832	0.06091429302
833	0.06088444386
834	0.06086278583
835	0.060828492
836	0.06081550236
837	0.06081320602
838	0.06079697263
839	0.06077914486
840	0.06075980052
841	0.06074758531
842	0.06071934543
843	0.0606784725
844	0.06065340267
845	0.0606298582
846	0.06060938359
847	0.06060072725
848	0.06059434528
849	0.06057554194
850	0.06052729194
851	0.06052248395
852	0.06048878535
853	0.06046130408
854	0.06044044451
855	0.06042393706
856	0.06040812881
857	0.06037492399
858	0.06034922324
859	0.06032836113
860	0.06030191422
861	0.06029279841
862	0.06026668381
863	0.06024179146
864	0.06021102611
865	0.0601986272
866	0.06015463788
867	0.06013503217
868	0.06010387063
869	0.06008388936
870	0.0600526926
871	0.06002016993
872	0.05999412122
873	0.05997859079
874	0.05994210713
875	0.05990920223
876	0.05988667632
877	0.05986414375
878	0.05983510677
879	0.05980553206
880	0.05977377422
881	0.05976171849
882	0.0597482015
883	0.05972585304
884	0.05970049625
885	0.05967905145
886	0.05965452574
887	0.05964722212
888	0.05962461246
889	0.05960469669
890	0.05955505598
891	0.05953945711
892	0.05950785403
893	0.05950786526
894	0.05948866739
895	0.05947598163
896	0.05944267094
897	0.05940828568
898	0.05938751944
899	0.05936195902
900	0.05933219985
901	0.05929789797
902	0.05929616608
903	0.05926519586
904	0.05925058224
905	0.05922353842
906	0.05920451964
907	0.05917361411
908	0.05914505784
909	0.05912293412
910	0.05910509557
911	0.05908031786
912	0.05906928701
913	0.0590401863
914	0.05900848166
915	0.0589858872
916	0.05896427972
917	0.05895367262
918	0.0589206064
919	0.05890972043
920	0.05890405124
921	0.05889071499
922	0.05888463949
923	0.05884545557
924	0.05882875253
925	0.0588200581
926	0.05880380136
927	0.0587783282
928	0.05874675174
929	0.05873543558
930	0.05869941831
931	0.0586753587
932	0.05865961178
933	0.05863622699
934	0.05861821355
935	0.05861175249
936	0.05860189089
937	0.05857468077
938	0.05855871478
939	0.05855702382
940	0.05853619141
941	0.05852154538
942	0.05851738549
943	0.05848371637
944	0.05845898584
945	0.05843148971
946	0.05842102094
947	0.05840295985
948	0.0584015374
949	0.05839632173
950	0.05838749684
951	0.05836490474
952	0.05834215923
953	0.0583258147
954	0.05831545824
955	0.05830033567
956	0.05829088095
957	0.05827597504
958	0.05825435777
959	0.05823139566
960	0.05822436211
961	0.05819070158
962	0.05815059005
963	0.0581212293
964	0.05807004224
965	0.05803388042
966	0.05800122821
967	0.05797716778
968	0.05796575657
969	0.05793898481
970	0.05791327553
971	0.05790475038
972	0.0578870499
973	0.05787119424
974	0.05785801967
975	0.05784540555
976	0.05779838803
977	0.05777160849
978	0.05775480788
979	0.05774835048
980	0.05773535478
981	0.05773129262
982	0.0577122577
983	0.05769829552
984	0.0576662408
985	0.05763826771
986	0.05761295024
987	0.05758258616
988	0.05755511876
989	0.057545813
990	0.05753160577
991	0.05751067323
992	0.05747896312
993	0.05744833933
994	0.05741821897
995	0.05738119991
996	0.05734855124
997	0.05731614805
998	0.0572868566
999	0.05726721203
